,city,state,date_time,shape,duration,stats,text,city_latitude,city_longitude,month,season
93026,Clovis,CA,2014-05-22T22:00:00,triangle,00:15,"Occurred : 5/22/2014 22:00  (Entered as : 5-22-2014 22:00) Reported: 5/23/2014 12:47:25 PM 12:47 Posted: 6/4/2014 Location: Clovis, CA Shape: Triangle Duration: 00:15 Characteristics: There were electrical or magnetic effects",Observed on video during electrical storm. did not see with naked eyes.,36.83482921288959,-119.67795721077654,05,Spring
98379,Fort Collins,CO,2014-10-27T18:00:00,disk,20 minutes,"Occurred : 10/27/2014 18:00  (Entered as : 10-27-14 18:00) Reported: 10/29/2014 5:14:49 AM 05:14 Posted: 11/6/2014 Location: Fort Collins, CO Shape: Disk Duration: 20 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, There were aircraft in the vicinity or aircraft chasing the object","A flying disk with white lights was clearly spotted through binoculars in the sunset near Rocky Mountain National Park. 
 
A glowing oval was spotted in the sky at around 6 pm in the sunset. I am guessing it was around the Estes Park area but may have been as close as Taft Street between Fort Collins and Loveland Colorado, and was about as high up as a small 2 person plane would be.  It appeared to be rotating and had white lights. After looking through binoculars it had a clear disk shape and with white lights around the top between the disk and bulb. The surface of the disk was smooth and silver or white. It hovered in the air a while but then disappeared completely from site leaving a small black smoke cloud in its place. A few seconds later a large black aircraft appeared in the same location. I could not get a good visual of it as it was bouncing around. This was very strange as the size of it seemed too large to be moving around so fast.I have no idea where it came from or where it went but it was gone in a matter of seconds. After it disappeared another thick black smoke c! loud appeared in the location I spotted both unidentified flying objects and then dissipated. The object did not show up in pictures due to the sun, but the black smoke cloud did after both objects disappeared.",40.55766183035714,-105.06998772321428,10,Fall
94766,San Anselmo,CA,2014-04-20T22:00:00,changing,3 minutes,"Occurred : 4/20/2014 22:00  (Entered as : 4-29-14 22:00) Reported: 4/22/2014 2:35:56 PM 14:35 Posted: 4/24/2014 Location: San Anselmo, CA Shape: Changing Duration: 3 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, The object emitted beams, The object changed color","Large orange Carlos Diaz type craft  seen  along with  clusters  of  other  glowing  objects 
 
I don't think my report went through the other day so anyway I was able to see a giant object appear through a pair of 10-50 binoculars in what looked to me as some kind of bending light beam technology.   
 
I was on top of a mountain near Mt. Tamalpais when I saw two huge rectangular shaped lights coming tpwards me with some kind of invisible object in between.  These two lights merged into one giant light which materialized into a giant upside down funnel looking cone which next took on the shape of a domed disc which kept getting thicker on the sides and more rounded while I watched it.  It started drifting toward a nearby hill and turned into what I would have to say is the identical Carlos Diaz plasma type craft seen in Mexico.   
 
This object next took on the shape of an oval turtle shell looking object, kind of lumpy and rigid looking before finally turning into a long glowing orange object that looked like a croissant that you would get at a bakery.  It was a blinding fluorescent orange and slightly bent at the end and seemed to drift right into this hillside or go behind it and never reappear again.  Meanwhile I was seeing clusters of these orange lights appearing over this hillside for a solid two hours that just seemed to come out od nowhere all taking on an orangish glow.   
 
Much of these objects just looked like four pointed stars and were consistantly appearing in pairs and clusters. 
 
 
((NUFORC Note:  We are unclear as to whether this is a serious report.  Witness indicates that the event took place on a date that is a week in the future.  We have amended the date, believing that he may have meant to type ""20,"" instead of ""29.""  PD))",37.9861,-122.56879999999998,04,Spring
102625,Waukesha,WI,2015-05-26T22:50:00,unknown,30 seconds,"Occurred : 5/26/2015 22:50  (Entered as : 05/26/15 22:50) Reported: 6/7/2015 12:50:23 PM 12:50 Posted: 6/15/2015 Location: Waukesha, WI Shape: Unknown Duration: 30 seconds Characteristics: There were lights on the object","I was driving south on west avenue toward college avenue, thought it was an airplane above the trees  moving in for a landing at the local airport.  It suddenly stopped and backed up.  Then took off at a greater speed as it was backing up',  till I could no longer see it from the trees blocking it.   
 
I waited for another report here to confirm what I saw, before I posted it. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",42.99810835443038,-88.23479848101266,05,Spring
133394,Bliss,ID,2021-05-05T21:24:00,light,3 minutes,"Occurred : 5/5/2021 21:24  (Entered as : 05/05/21 21:24) Reported: 5/5/2021 11:04:43 PM 23:04 Posted: 5/20/2021 Location: Bliss, ID Shape: Light Duration: 3 minutes Characteristics: There were lights on the object","I saw these lights and Bliss Idaho.They were all in a straight line.Possibly a little higher than a small plane would fly.Moving slowly from west to east,And then after they went over my head they dissipated and disappeared. 
 
",42.9449,-114.9104,05,Spring
88884,West Lafayette,IN,2013-11-17T23:30:00,cone,15 minutes,"Occurred : 11/17/2013 23:30  (Entered as : 11/17/2013 23:30) Reported: 11/17/2013 11:09:07 PM 23:09 Posted: 11/20/2013 Location: West Lafayette, IN Shape: Cone Duration: 15 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, The object changed color","I've never saw a anything we have that light's up from one end to the other and leave that quik ........ 
 
I was at my telescope looking at the full moon when I took my eye away from the telescope to give my eye's a rest from the moon"" I looked to the west and saw three lights moving east slow. I rubed my eyes again and looked again and they where realy there.  (ha ha )  
 
Well, I went in to grab my camera and realized my wifes was closer so I grabed her's.  When i got back outside I looked up they where there but they where getting brighter and the space between the light's were getting brighter and brighter and they where changing color from white"" to red blue and white.  It was triangle but cone too and seem to have a point on the front.  The size was big "" about a football field in size.  Then in a blink it was gone to the east unreal speed "" !!!",40.44137254901961,-86.92389019607843,11,Fall
127635,San Jose,CA,2020-04-18T18:30:00,light,30 minutes,"Occurred : 4/18/2020 18:30  (Entered as : 4/18/2020 18:30) Reported: 4/18/2020 9:23:27 PM 21:23 Posted: 5/1/2020 Location: San Jose, CA Shape: Light Duration: 30 minutes Characteristics: There were lights on the object, There was an aura or haze around the object","I was outside looking up at the sky when i noticed what appeared to be a satalite drifting across the sky.  When i noticed a second following closely directly behind it.  As i had the two in my site i noticed another one drop out of the sky and follow directly behind it at what appeared to be a semi close pace.  I tried to see where they were coming from but there seemed to be no trail.  I called my folks to come out and take a look and they to saw what I saw.  It almost looked like they were dropping out of the sky.  They were very high, too high to be planes.  They seemed to be traveling at a fast pace.  I counted twenty in all.  After about 25 minutes it stopped.  I went in the house and returned outside about five minutes later and saw two more disappear across the sky.  The sky is dark tonight with no moon .",37.24496252766711,-121.81799366976536,04,Spring
6321,Albuquerque,NM,2022-11-23T23:01:00,oval,approximately 10 minutes,"Occurred : 11/23/2022 23:01  (Entered as : 11/23/2022 11:01 PM) Reported: 11/25/2022 12:45:30 PM 12:45 Posted: 12/22/2022 Location: Albuquerque, NM Shape: Oval Duration: approximately 10 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, The object changed color","appeared to be hovering about the houses in my neighborhood moving very slowly. 
 
First noticed sometime right after 11 pm from my back yard. The craft was West of me moving slowly and silently a few houses over; it was close enough to see individual lights on the craft. It appeared to have red lights on the top and white on bottom. Ran up stairs to 2nd story balcony to visualize again as it was flying so low that it disappeared from my view behind trees and neighbor's houses. Craft was flying slowly in a SE direction. Filmed for about 2 minutes while still visible. Returned downstairs to star gaze from the hot tub. Approximately 5 minutes had past since it disappeared from the vantage point of my South facing upstairs balcony when I noticed a large star that was directly South of me and looked unusual. It was the craft just hovering in the sky, at this point it appeared to be higher in the sky than when first visualized, maybe 100 ft or more above the ground. In a sudden and unexpected burst of speed it zipped in a straight line flying directly South. From my vantage point it almost looked like a shooting star and had a downward looking trajectory, but I believe it was actually flying horizontal to the South and the appearance was based on its height above and South of my view. Total time of craft being in my area was about 10 min, but I did not have eyes on the craft the whole time as it was being blocked by trees and houses.",35.117007033898304,-106.62212966101694,11,Fall
105624,Palm Coast,FL,2015-11-09T21:00:00,other,2 seconds,"Occurred : 11/9/2015 21:00  (Entered as : 11/09/15 21:00) Reported: 11/10/2015 11:00:36 AM 11:00 Posted: 11/19/2015 Location: Palm Coast, FL Shape: Other Duration: 2 seconds Characteristics: The object left a trail, There was an aura or haze around the object, The object made a sound","Large, flame blue streak. Tapering at the tail. Spotted 9:00 pm traveling south-west. 
 
Large, flame blue streak. Tapering at the tail.  Like a huge, up close blue comet.  Spotted 9:00 pm traveling south-west.  Watched it appear over neighbors roof until it went below tree line across the street descending at maybe 10 degrees.   
 
Kept waiting for a crashing sound and nothing until aprox. 3 minutes later, husband and I heard distant rumbling sound.  I pulled him outside saying I've never seen anything like this before, clear skies, no sound, until the rumble.   
 
Don't drink, don't do drugs, not actively looking for weird stuff. This thing was so bright , it MADE me look. This was no falling star.  I've seen many of those. The blue looked like the flame coming from a butane torch, not individual lights.  Also, not saying it was on the neighbors roof, that's where it entered my line of view.  The size made it seem close, but I felt it was much further away than it appeared.",29.500535444579786,-81.20716077953715,11,Fall
110557,Ashland,OR,2016-02-10T05:00:00,triangle,10 minutes,"Occurred : 2/10/2016 05:00  (Entered as : 02/10/2016 5:00) Reported: 2/10/2016 7:19:38 AM 07:19 Posted: 2/11/2016 Location: Ashland, OR Shape: Triangle Duration: 10 minutes Characteristics: The object left a trail, There was an aura or haze around the object","Bright point of light resembling satellite but followed by triangular illuminated shape. 
 
Constant bright point of light like an illuminated satellite at the head of a triangular less brightly lit shape much larger than any satellite I have seen.  It moved slowly and steadily through the Big Dipper in a West by Northwest direction until it disappeared behind clouds.   The triangular shape was at a slight angle to the path of movement, unlike a vapor trail.  The triangle did not change shape or size as it moved. 
 
",42.1889,-122.6908,02,Winter
63764,Jasper,FL,2010-01-01T18:30:00,sphere,1 min,"Occurred : 1/1/2010 18:30  (Entered as : 01/01/2010 18:30) Reported: 1/1/2010 4:49:23 PM 16:49 Posted: 2/14/2010 Location: Jasper, FL Shape: Sphere Duration: 1 MIN","Bright light sets in the eastren sky. 
 
	I saw a bright sphereical light just under the shoulder of Orion.  My first thought was that I was looking at Venus or Jupiter.  I was going to show them the planet but when we returned about a minute later it was gone. My first thought was that the planet had set behind the trees, but then I realized that I was looking in the eastern sky. Then, I knew I had seen something else the light had not transited the sky and was no where to be seen.",30.5064,-82.9307,01,Winter
86273,Livingston,TX,2012-12-28T19:00:00,light,10 minutes,"Occurred : 12/28/2012 19:00  (Entered as : 12/28/2012 19:00) Reported: 12/28/2012 11:03:32 PM 23:03 Posted: 2/4/2013 Location: Livingston, TX Shape: Light Duration: 10 minutes Characteristics: There was an aura or haze around the object","Bright lit  clouds on pitch dark night. 
 
On my way home from shopping.. it was pitch black - and although there was a nearly full moon, what I saw was uncommon for our area. surrounding the moon for 1/4 mile left to right were luminescent clouds- like something was shinning a flash light only it was horizontal and about 1/4 mile wide.  I watched the lit up clouds for a distance and then took my eyes away to turn in the drive and when I looked back, the light was gone. 
 
The clouds look like they were lit up from behind. the moon was clearly visible as it was just above the clouds and it was not shinning through them.  As I said, it was pitch black else where in the sky, and when the light went out it was dark again.  There was no light coming from the ground like  a search light, it was strictly in the sky. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",30.68411758241758,-94.89843846153845,12,Winter
99673,Locust Grove,GA,2014-11-04T17:45:00,light,30 seconds,"Occurred : 11/4/2014 17:45  (Entered as : 11/04/2014 17:45) Reported: 11/5/2014 10:07:25 AM 10:07 Posted: 11/6/2014 Location: Locust Grove, GA Shape: Light Duration: 30 seconds Characteristics: There were lights on the object","Three lights, one object, hovering on the northern horizon. 
 
Possible UFO Sighting, Tuesday, November 4, 2014 Locust Grove, Georgia, 30248 05:45 P.M. (17:45 hours)  The below sighting lasted roughly 30 seconds. 
 
Driving northbound on Georgia State Route 42, Locust Grove – McDonough, I observed what at first appeared to be a large commercial aircraft flying southbound, in my line of sight, above and to the right – due northeast – within the vantage point of my vehicle’s windshield, and (though I cannot confirm), it appeared to be traveling towards me, due south, some ten to fifteen or so miles in the distance, but bright enough for me to take notice. 
 
Though I was busy concentrating on the road, this apparition of light commanded my attention. I thought it odd that a commercial airliner was traveling due south over Henry County, as this flight path and direction is rather unusual for the local airspace (most commercial jets descend through Henry County on their approach into Atlanta-Hartsfield Jackson Airport, either from the south, east, and occasionally, the west, but rarely from the north; Henry County is located south of the airport). I assumed it was a commercial jet because of the pattern of lights – three concentric circles of white light, indicative to me of the two lights that appear on both wings of an airliner, and the center light that appears beneath the nose of an airliner. However, there were no other visible lights, red or green, colors that are clear markings of the wing tips of commercial airliners. I merely concluded that perhaps it was a jet that had taken off from Atlanta’s airport, and was traveling ! due south, though there was no visible or recognizable movement. 
 
However, in just under 30 seconds or so later, the lights simply vanished. The sun was setting at this point to my left, but it was still considerably bright enough to have noticed if this craft made any turn, the sunlight allowing for the possibility of identifying the shape or color of this craft; but no, all I had seen were lights, with no apparent movement, hovering in the distance, and in under a minute, they were gone. It was akin to the lights atop a water or radio tower, such lights that brighten, then fade, brighten, then fade; these lights definitely were bright, and definitely faded, but did not brighten again. It did not move or maneuver to another location in the horizon. The lights simply went out. 
 
I have never observed this kind of phenomenon before.  Thank you for considering this eyewitness account as evidence of a possible UFO sighting.",33.3444,-84.0915,11,Fall
98183,Harlingen,TX,2014-12-15T19:00:00,light,20 seconds,"Occurred : 12/15/2014 19:00  (Entered as : 12/15/2014 19:00) Reported: 12/16/2014 7:45:20 PM 19:45 Posted: 12/18/2014 Location: Harlingen, TX Shape: Light Duration: 20 seconds Characteristics: There was an aura or haze around the object","Very large, low to the groung, bright green light shot across Harlingen, TX sky 
 
I was driving down the expressway south on 83 near New Hampshire street and from far left in the sky a very large bright green light moving at a fast speed went all the way from far left of my vision to far right, and it was so low and so large that i thought it was going to crash into the earth, and just when i prepared for impact it looked as if it burnt out. 
 
I have seen many shooting stars in my life, but this was much bigger and much closer to the ground, i know there must be many others that seen it as well..",26.19347105691057,-97.70644040650406,12,Winter
106293,Marion,OH,2015-03-01T21:00:00,light,2 minutes,"Occurred : 3/1/2015 21:00  (Entered as : 03/01/2015 21:00) Reported: 8/13/2015 4:55:39 AM 04:55 Posted: 8/27/2015 Location: Marion, OH Shape: Light Duration: 2 minutes Characteristics: There were lights on the object, The object changed color, There were aircraft in the vicinity or aircraft chasing the object","3 drones 
 
2 big solid yellow lights and 1 blinking Red and yellow flying around a radio or cell phone tower on Route 23 at the rest stop near Owens road East bridge.  1 solid one flew over to the blinking one that was stationary.  They both became stationary.   
 
Then a 3rd one appeared out of nowhere.  It was solid until it reached the other 2, then flashed Red, yellow and white.  No flash pattern.   
 
Then they all flew around at slow speed near a commercial airline following it,  then left at high rate of speed.  We thought one of them was going to crash into it.  But didn't.",40.5912,-83.1258,03,Spring
87000,Milan,TN,2013-09-21T08:45:00,circle,3 minutes,"Occurred : 9/21/2013 08:45  (Entered as : 09/21/2013 8:45) Reported: 9/21/2013 7:36:48 PM 19:36 Posted: 9/30/2013 Location: Milan, TN Shape: Circle Duration: 3 minutes Characteristics: There were lights on the object, There was an aura or haze around the object","large elongated diamond formation of 15 silent red circle lights 
 
15 silent red lights in a long formation slowly drifted across the sky, we watch them until we couldn't see them anymore.  They pretty much stayed in the same formation but seem rather close and larger than the stars behind them.  It was almost like an elongated diamond formation with more lights towards the center than the ends 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",35.9235,-88.7713,09,Fall
88524,Waynesboro,VA,2013-08-20T23:30:00,circle,25 minutes,"Occurred : 8/20/2013 23:30  (Entered as : 08/20/2013 23:30) Reported: 8/22/2013 7:00:01 PM 19:00 Posted: 8/30/2013 Location: Waynesboro, VA Shape: Circle Duration: 25 minutes Characteristics: There were lights on the object, There was an aura or haze around the object","bright white light flying in circular motions over mountain 
 
A bright circular white light was flying in circular motion over the same path at a very low level the light got brighter every sooo many minutes then just seem to disapate 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",38.0704,-78.9067,08,Summer
108194,Marseilles,IL,2015-08-01T21:20:00,fireball,2 minutes,"Occurred : 8/1/2015 21:20  (Entered as : 08/01/2015 21:20) Reported: 8/1/2015 7:35:38 PM 19:35 Posted: 8/6/2015 Location: Marseilles, IL Shape: Fireball Duration: 2 minutes","Various self piloting fireballs.  Succeeded by red light craft. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",41.3289,-88.69259999999998,08,Summer
124854,Clifton park,NY,2020-04-10T22:15:00,circle,2 hours,"Occurred : 4/10/2020 22:15  (Entered as : 4/10/2020 22:15) Reported: 4/11/2020 5:32:48 AM 05:32 Posted: 6/25/2020 Location: Clifton park, NY Shape: Circle Duration: 2 hours Characteristics: There were lights on the object","Bright circle hovering over Clifton park 
 
A bright circle that appeared roughly in the same spot at the same for two nights in a row.  Object was twice the size of a star but not as big as the moon. It did not blink and on occasion would move slightly to the left or right.  Object would slowly fade away to not be visible and then reappear moments later.  Did not reappear after the two hour duration.",42.8482,-73.7863,04,Spring
87904,Sag Harbor,NY,2013-08-17T21:00:00,circle,30 minutes,"Occurred : 8/17/2013 21:00  (Entered as : 08/17/13 21:00) Reported: 8/18/2013 6:40:11 PM 18:40 Posted: 8/30/2013 Location: Sag Harbor, NY Shape: Circle Duration: 30 minutes Characteristics: There were lights on the object","Orange light over Sag Harbor. 
 
Orange ball of light.  Same color as a flame, moved across the sky slowly then just disappeared.  Not sure if the same one reappeared or if it was multiple lights, but there was never more than one at the same time.   
 
We saw it three times over the course of half an hour.  
 
The light stayed the same color and brightness until it disappeared. No blinking lights.",40.982,-72.3067,08,Summer
116514,Commerce City,CO,2012-03-15T11:00:00,circle,15 minutes,"Occurred : 3/15/2012 11:00  (Entered as : 03/15/2012 11:00) Reported: 1/21/2017 12:42:38 AM 00:42 Posted: 1/26/2017 Location: Commerce City, CO Shape: Circle Duration: 15 minutes Characteristics: The object changed color","A white dot in the daylight sky sky ""cloaks,"" reappears, and travels to to numerous locations before scooting away and out of sight. 
 
While laying in a field looking at clouds with my now ex-wife, we noticed a white dot in the sky.  The distance was similar to that of a jet flying over at 35-40k feet.  We noticed the dot was 100% stationary and started wondering if it was a satellite, etc.   
 
After a few minutes, the dot vanished, almost as if it were being covered by some kind of dome that, as crazy as it sounds, felt like a cloaking device.  You could see it vanish from top to bottom and then, nothing but sky. 
 
As strange as we thought that was, we went back to looking at clouds.  A few minutes later off to our left, there it was again moving back overheard from our left, the west.  The white dot moved to several different locations, stopping, changing directions, etc.  It did this for several minutes before finally moving at a fairly high rate of speed to the northwest, where it disappeared in the distance. 
 
 
 
((NUFORC Note:  Source of report indicates that the date of the incident is approximate.  PD))",39.828712,-104.910332,03,Spring
139451,Fairview Park,OH,2022-03-06T20:30:00,light,i minute,"Occurred : 3/6/2022 20:30  (Entered as : 03/06/2022 8:30 PM) Reported: 3/9/2022 10:03:31 AM 10:03 Posted: 4/22/2022 Location: Fairview Park, OH Shape: Light Duration: I minute Characteristics: There were lights on the object","Moving light 
 
Small star like light but moved erratically or in sort of zig zag motion. I tried to upload 3 videos I have as proof but system or button here for such not working my end.",41.4402,-81.853,03,Spring
112996,San Jose,CA,2016-07-27T21:45:00,fireball,1 minute,"Occurred : 7/27/2016 21:45  (Entered as : 07/28/16 9:45) Reported: 7/27/2016 9:55:44 PM 21:55 Posted: 8/2/2016 Location: San Jose, CA Shape: Fireball Duration: 1 minute Characteristics: The object left a trail","My friend and I saw a fireball moving across the sky. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)) 
 
((NUFORC Note:  Chinese rocket re-entry.  PD))",37.24496252766711,-121.81799366976536,07,Summer
56541,San Jose,CA,2010-01-20T12:00:00,disk,1hr,"Occurred : 1/20/2010 12:00  (Entered as : 01-20-10 12:00) Reported: 10/13/2010 3:37:00 PM 15:37 Posted: 11/21/2010 Location: San Jose, CA Shape: Disk Duration: 1hr Characteristics: There were lights on the object, There was an aura or haze around the object, The object changed color, The object landed, The object made a sound","I was in the back yard with grandkids,saw a bright light in the sky coming towards us, it stopped over my house,then i started taken video of the ufo,then me & my grandaughter saw three aliens jump off onto my roof, i have clear video pictures of them and there ship over my house,for one year they been taken me, also i have inplants in my body,i know why there here, i was scared at the time and i am still scared till now, from 12:oo am to 5.30 am they fly every night over east san jose.  I want the 3 main guys from the tv show ufo hunters to investigate into this matter if they have the guts to see the real stuff. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous.  PD))",37.24496252766711,-121.81799366976536,01,Winter
138878,Mayville,WI,2022-09-15T20:58:00,other,3 seconds,"Occurred : 9/15/2022 20:58  (Entered as : 09/15/2022 8:58 PM) Reported: 9/15/2022 7:14:55 PM 19:14 Posted: 10/8/2022 Location: Mayville, WI Shape: Other Duration: 3 seconds Characteristics: There were lights on the object, There was an aura or haze around the object, There were aircraft in the vicinity or aircraft chasing the object",Came outside and saw a faint red lit dark object move very fast in a non linear manner and disappear rapidly all within 3 seconds or so. my buddy didn't look fast enough to witness it. I couldn't tell what shape it was but I have never seen anything so fast a regular plane past shortly win a couple minutes across the same part of the sky.,43.5031,-88.5415,09,Fall
99335,Middleburg,FL,2014-07-04T21:00:00,fireball,5 minutes,"Occurred : 7/4/2014 21:00  (Entered as : 07/04/2014 21:00) Reported: 7/7/2014 12:26:31 PM 12:26 Posted: 7/11/2014 Location: Middleburg, FL Shape: Fireball Duration: 5 minutes Characteristics: There were lights on the object","6 fireball type flying objects witnessed 
 
While shooting fireworks, myself and 4 other people witnessed a total of 6 fireball type flying objects moving horizontal across the sky.   
 
I have roughly 30 photographs, and 1 video.  Upon examining the photos, it is an egg-shaped object, of unknown type or origin.",30.0843,-81.8629,07,Summer
106697,Tewksbury,MA,2015-11-02T20:43:00,unknown,second,"Occurred : 11/2/2015 20:43  (Entered as : 11/02/2015 20:43) Reported: 11/2/2015 8:24:09 PM 20:24 Posted: 11/6/2015 Location: Tewksbury, MA Shape: Unknown Duration: Second Characteristics: There were lights on the object","Bright shooting object 
 
Driving down Route 3 leaving Tewksbury, when a bright light STREAKED THROUGH the sky and burned up.  Bright light, appeared bigger than a normal ""shooting star."" 
 
 
((NUFORC Note:  Possible meteor??  PD)) 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",42.6028,-71.2319,11,Fall
70989,Saint Augustine,FL,2011-09-24T03:40:00,circle,20 min,"Occurred : 9/24/2011 03:40  (Entered as : 9/24/2011 3:40) Reported: 9/27/2011 9:23:10 AM 09:23 Posted: 10/10/2011 Location: St. Augustine, FL Shape: Circle Duration: 20 MIN Characteristics: There were lights on the object, There was an aura or haze around the object, The object emitted other objects, The object changed color","A SPINING CIRCLE THAT HAD LIGHT ON IT THAT CHANGED COLORS AND FLEW FROM LEFT TO RIGHT VERY FAST . 
 
ME AND MY SON WENT OUT SIDE TO TALK.  LOOKING IN THE SKY THERE WAS A LIGHT THAT CHANGED COLORS FROM BLUE TO GREEN THEN RED.  MY SON WORKS AT AN AIR PORT FOR THE LAST 6 YEARS AND HE HAD NEVER SEEN ANYTHING THAT LOOK LIKE THAT.  IT STARTED GOING AROUND IN CIRCLE VERY FAST AND MOVING FORM LEFT TO RIGHT.  WE WHERE WATCHING THE THING FOR ABOUT 10 MIN THEN IT STARTED SHOOTING WHITE BALLS OUT OF IT.  THE WHITE BALLS WERE SPINNING AROUND IN CIRCLES.  I DO HAVE PICTURES 4 GOOD PICTURES OF THE SPACE SHIP OR WHAT EVER IT WAS . 
 
  
((NUFORC Note:  We suspect a sighting of a twinkling star.  PD))",29.90378012618296,-81.38834889589906,09,Fall
139855,Marlborough,MA,2022-09-24T19:42:00,other,45 seconds,"Occurred : 9/24/2022 19:42  (Entered as : 09/24/2022 7:42 PM) Reported: 9/24/2022 4:52:08 PM 16:52 Posted: 10/8/2022 Location: Marlborough, MA Shape: Other Duration: 45 seconds Characteristics: There were lights on the object, The object left a trail, There was an aura or haze around the object","On the highway, I-495 south a bright dot had a giant come light trail on the left. After 45 seconds it zoomed, disappears and leave’s 
 
Big light almost like it was searching for a missing person over the town. 
Went super super fast in the end it couldn’t have been a helicopter or plane",42.3491,-71.5431,09,Fall
91838,Jefferson City,TN,2014-05-10T22:00:00,cylinder,10 minutes,"Occurred : 5/10/2014 22:00  (Entered as : 05/10/14 22:00) Reported: 5/10/2014 8:19:35 PM 20:19 Posted: 6/4/2014 Location: Jefferson City, TN Shape: Cylinder Duration: 10 minutes Characteristics: There were lights on the object","Long reddish orange cylinder lights seen floating above East Tennessee. 
 
Long string of glowing red/orange lights.  Non blinking.  Perhaps a mile long.  Followed by the same type of lights in a V shape.   
 
Cars stopping along the road to take pictures.   
 
No sound heard from the lights.",36.1163,-83.481,05,Spring
108333,Westford,VT,2015-08-09T23:20:00,light,20 minutes,"Occurred : 8/9/2015 23:20  (Entered as : 08/09/15 23:20) Reported: 8/9/2015 10:24:47 PM 22:24 Posted: 8/13/2015 Location: Westford, VT Shape: Light Duration: 20 minutes Characteristics: There were lights on the object","Previously stationary light brightens significantly, begins to move quickly and disappears into space. 
 
While stargazing, witnesses noticed what was thought to be normal stationary star suddenly increase significantly in brightness.  To the naked eye, the light appeared to increase to twice its size.   
 
Then, the light rapidly dimmed as the object began to move away at a very fast pace.  The object took a straight line of flight, quickly disappearing into space. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",44.6172,-73.0058,08,Summer
110804,Milwaukee,WI,2016-02-01T18:30:00,fireball,4 seconds,"Occurred : 2/1/2016 18:30  (Entered as : 2/1/16 18:30) Reported: 2/1/2016 4:56:23 PM 16:56 Posted: 2/4/2016 Location: Milwaukee, WI Shape: Fireball Duration: 4 seconds Characteristics: The object left a trail","Fireball, Lake Michigan, Milwaukee. 
 
So, I am walking home from the gym, heading east on Wells St. towards Lake Michigan and I just so happened to be looking up at the sky.  There was a very bright object in the sky, with long very bright tail (kind of what what Hollywood would portray as a meteor or a comet....or even some rocket/missle) that was traveling in a downward trajectory.   
 
Some random stranger was walking next to me and I said do you see that!  Unfortunately, they were too busy looking at their phone, and by the time I got their attention, it was gone.  
 
I can tell you with 100% confidence that was no way a shooting star or a plane.  It was way too big to be a shooting star and way too bright and fast to be a plane.",43.065156853713006,-87.96295263819096,02,Winter
79483,Melbourne,FL,2012-06-22T21:52:00,sphere,approx 1 minute,"Occurred : 6/22/2012 21:52  (Entered as : 06/22/2012 21:52) Reported: 6/22/2012 8:17:18 PM 20:17 Posted: 7/4/2012 Location: Melbourne, FL Shape: Sphere Duration: Approx 1 minute Characteristics: There were lights on the object, There was an aura or haze around the object, There were aircraft in the vicinity or aircraft chasing the object","Orange hovering orbs over melbourne,fl near dairy rd and florida ave 
 
At approximately 9:52 pm 6-22-2012 while headed south on dairy road in west melbourne,Fl my girlfriend and i spotted 7-8 glowing orange orb like objects hovering at the corner of dairy road and florida avenue above a church. As we got closer they disappeared one by one until only a single light remained. Trying to get a closer look i turned down florida ave and as i completed the turn the last orb vanished. We couldnt get a clear photo before they were gone. Many others drivinv down the road slowed and stared at the lights. Im convinced more people saw it. Hopefully they report as well. 
 
",28.10435079034941,-80.66275278702163,06,Summer
117791,Chelsea,AL,2017-11-27T11:20:00,cigar,5 minutes,"Occurred : 11/27/2017 11:20  (Entered as : 11/27/17 11:20) Reported: 11/27/2017 2:24:55 PM 14:24 Posted: 12/4/2017 Location: Chelsea, AL Shape: Cigar Duration: 5 minutes Characteristics: There was an aura or haze around the object","2 white Cigar-shaped objects flying parallel to each other (not touching) until they disappeared into the sun.  Not moving too fast. 
 
First saw 2 white cigar-shaped objects flying parallel to each other, but not touching.  I thought they looked like missiles, but they were travelling pretty slowly.  They disappeared into the sunlight and I didn't see them after that.   
 
About 20 minutes later, I saw a third white cigar-shaped object of similar size in the sky.  It was moving until it, too, disappeared after just a couple of minutes.  I was certain it was different from a plane or helicopter.",33.2973,-86.661,11,Fall
